MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
SE1802717,Critical,5,4.91,120,70,50,58.33,14.0,30,7,7,2,2,2,6,22,High,1,False,2.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,30,70.0,Moderate_Gap,20,0,1,Approaching_OJT,30.0,100.0
SE1802718,AtRisk,4,5.47,120,67,53,55.83,16.75,33,5,4,2,2,0,6,17,High,1,False,28.5,Complete at least 33 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,33,67.0,Moderate_Gap,13,0,2,Moderate_Planning_Gap,16.5,100.0
SE1802719,LateStarter,6,6.53,120,99,21,82.5,16.5,1,4,4,2,1,0,6,11,High,1,False,52.5,Complete at least 1 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,1,99.0,Near_Eligible,11,0,0,OJT_Ready_Stage,1.0,100.0
SE1802720,AtRisk,6,5.3,120,84,36,70.0,14.0,16,5,6,1,2,0,7,16,High,1,False,39.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,16,84.0,Near_Eligible,14,0,1,Approaching_OJT,16.0,100.0
SE1802721,Critical,6,4.5,120,71,49,59.17,11.83,29,7,7,2,2,1,6,20,High,1,False,10.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,29,71.0,Moderate_Gap,19,0,0,OJT_Ready_Stage,29.0,100.0
SE1802722,AtRisk,6,5.14,120,94,26,78.33,15.67,6,5,5,1,1,0,7,14,High,1,False,51.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,6,94.0,Near_Eligible,12,0,1,Approaching_OJT,6.0,99.98
SE1802723,Average,4,6.37,120,75,45,62.5,18.75,25,2,3,2,1,0,5,11,High,1,False,48.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,25,75.0,Moderate_Gap,8,20,1,Approaching_OJT,25.0,100.0
SE1802724,Critical,4,4.12,120,41,79,34.17,10.25,59,6,8,2,3,2,6,23,High,1,False,0.0,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,59,41.0,Far_From_Eligible,21,0,2,Moderate_Planning_Gap,29.5,100.0
SE1802725,Good,5,7.6,120,100,20,83.33,20.0,0,1,2,0,0,0,6,2,Low,0,True,83.0,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1802726,Average,3,6.22,120,52,68,43.33,17.33,48,3,4,0,1,0,6,10,Medium,0,False,44.0,Complete at least 48 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,48,52.0,Moderate_Gap,8,20,3,Long_Term_Planning,16.0,100.0
SE1802727,Critical,6,4.82,120,74,46,61.67,12.33,26,7,7,3,3,2,6,23,High,1,False,0.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,26,74.0,Moderate_Gap,22,0,0,OJT_Ready_Stage,26.0,100.0
SE1802728,Average,6,6.38,120,104,16,86.67,17.33,0,2,3,2,0,0,7,7,Medium,0,False,68.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,7,30,1,Approaching_OJT,0.0,100.0
SE1802729,Good,4,8.15,120,73,47,60.83,18.25,27,1,2,1,0,0,6,6,Medium,0,False,63.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,27,73.0,Moderate_Gap,4,60,2,Moderate_Planning_Gap,13.5,100.0
SE1802730,Good,4,7.28,120,79,41,65.83,19.75,21,1,1,0,0,0,6,4,Low,0,False,74.5,Complete at least 21 more credits. Retake failed courses as soon as possible.,Advanced,21,79.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,10.5,100.0
SE1802731,Average,5,6.28,120,88,32,73.33,17.6,12,1,1,1,1,0,7,8,Medium,0,False,68.0,Complete at least 12 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,12,88.0,Near_Eligible,4,60,2,Moderate_Planning_Gap,6.0,100.0
SE1802732,Excellent,5,9.03,120,99,21,82.5,19.8,1,0,0,0,0,0,6,1,Low,0,False,89.5,Complete at least 1 more credits.,Near_Completion,1,99.0,Near_Eligible,0,100,1,Approaching_OJT,1.0,100.0
SE1802733,Excellent,5,9.68,120,91,29,75.83,18.2,9,0,0,0,0,0,7,1,Low,0,False,85.5,Complete at least 9 more credits.,Advanced,9,91.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,4.5,100.0
SE1802734,AtRisk,3,5.74,120,47,73,39.17,15.67,53,4,5,1,2,1,6,18,High,1,False,17.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,53,47.0,Far_From_Eligible,13,0,3,Long_Term_Planning,17.67,99.98
SE1802735,Good,7,8.36,120,118,2,98.33,16.86,0,0,1,1,0,0,8,3,Low,0,False,91.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,99.98
SE1802736,Critical,1,4.19,120,16,104,13.33,16.0,84,5,5,2,2,2,6,23,High,1,False,0.0,Complete at least 84 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,84,16.0,Far_From_Eligible,16,0,5,Long_Term_Planning,16.8,100.0
SE1802737,AtRisk,2,5.59,120,36,84,30.0,18.0,64,5,6,2,1,0,5,17,High,1,False,14.0,Complete at least 64 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,64,36.0,Far_From_Eligible,14,0,3,Long_Term_Planning,21.33,100.0
SE1802738,Average,3,6.21,120,52,68,43.33,17.33,48,2,4,1,0,0,6,9,Medium,0,False,46.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,48,52.0,Moderate_Gap,7,30,3,Long_Term_Planning,16.0,100.0
SE1802739,Average,4,6.09,120,73,47,60.83,18.25,27,3,4,2,0,0,6,10,Medium,0,False,47.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,27,73.0,Moderate_Gap,9,10,2,Moderate_Planning_Gap,13.5,100.0
SE1802740,AtRisk,4,5.66,120,62,58,51.67,15.5,38,5,4,3,1,1,5,19,High,1,False,17.0,Complete at least 38 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,38,62.0,Moderate_Gap,14,0,1,Approaching_OJT,38.0,100.0
SE1802741,Good,4,7.89,120,73,47,60.83,18.25,27,0,2,0,0,0,5,3,Low,0,False,72.5,Complete at least 27 more credits.,Advanced,27,73.0,Moderate_Gap,2,80,1,Approaching_OJT,27.0,100.0
SE1802742,Average,1,6.18,120,17,103,14.17,17.0,83,2,4,1,0,0,6,9,Medium,0,False,28.5,Complete at least 83 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,83,17.0,Far_From_Eligible,7,30,5,Long_Term_Planning,16.6,100.0
SE1802743,AtRisk,5,5.62,120,81,39,67.5,16.2,19,3,4,1,2,0,7,14,High,1,False,47.5,Complete at least 19 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,19,81.0,Near_Eligible,10,0,2,Moderate_Planning_Gap,9.5,100.0
SE1802744,Excellent,6,9.3,120,111,9,92.5,18.5,0,0,0,0,0,0,6,0,Low,0,True,95.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,0,OJT_Ready_Stage,0.0,100.0
SE1802745,Good,5,7.13,120,95,25,79.17,19.0,5,1,0,1,0,0,7,4,Low,0,False,78.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,5,95.0,Near_Eligible,2,80,2,Moderate_Planning_Gap,2.5,100.0
SE1802746,AtRisk,1,5.32,120,16,104,13.33,16.0,84,4,3,1,1,0,6,14,High,1,False,19.0,Complete at least 84 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,84,16.0,Far_From_Eligible,9,10,5,Long_Term_Planning,16.8,100.0
SE1802747,Average,6,6.98,120,105,15,87.5,17.5,0,2,3,1,1,0,6,8,Medium,0,False,69.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,7,30,0,OJT_Ready_Stage,0.0,100.0
SE1802748,Good,7,8.37,120,109,11,90.83,15.57,0,0,0,0,0,0,8,0,Low,0,True,94.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1802749,Good,7,8.45,120,113,7,94.17,16.14,0,0,1,0,0,0,8,1,Low,0,True,94.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,100.0
SE1802750,Average,4,6.6,120,70,50,58.33,17.5,30,3,1,2,1,0,5,11,High,1,False,47.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,30,70.0,Moderate_Gap,7,30,1,Approaching_OJT,30.0,100.0
SE1802751,LateStarter,5,6.58,120,89,31,74.17,17.8,11,4,2,1,1,0,6,9,Medium,0,False,57.5,Complete at least 11 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,11,89.0,Near_Eligible,8,20,1,Approaching_OJT,11.0,100.0
SE1802752,Good,3,8.27,120,59,61,49.17,19.67,41,0,1,0,0,0,5,4,Low,0,False,67.5,Complete at least 41 more credits.,Developing,41,59.0,Moderate_Gap,1,90,2,Moderate_Planning_Gap,20.5,99.98
SE1802753,LateStarter,2,6.46,120,28,92,23.33,14.0,72,2,4,0,0,0,5,7,Medium,0,False,40.0,Complete at least 72 more credits. Retake failed courses as soon as possible.,Early,72,28.0,Far_From_Eligible,6,40,3,Long_Term_Planning,24.0,100.0
SE1802754,Good,5,7.55,120,95,25,79.17,19.0,5,0,0,0,0,0,7,1,Low,0,False,87.5,Complete at least 5 more credits.,Advanced,5,95.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,2.5,100.0
SE1802755,Good,7,7.44,120,109,11,90.83,15.57,0,1,2,1,0,0,8,4,Low,0,False,81.5,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,1,Approaching_OJT,0.0,100.0
SE1802756,Good,4,7.96,120,73,47,60.83,18.25,27,0,0,0,0,0,5,2,Low,0,False,76.5,Complete at least 27 more credits.,Advanced,27,73.0,Moderate_Gap,0,100,1,Approaching_OJT,27.0,100.0
SE1802757,Good,6,7.44,120,107,13,89.17,17.83,0,1,2,0,0,0,7,2,Low,0,True,86.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1802758,Good,4,7.99,120,73,47,60.83,18.25,27,1,1,1,0,0,6,6,Medium,0,False,65.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,27,73.0,Moderate_Gap,3,70,2,Moderate_Planning_Gap,13.5,100.0
SE1802759,Good,6,7.18,120,108,12,90.0,18.0,0,0,2,0,0,0,7,1,Low,0,True,90.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1802760,Good,2,7.46,120,35,85,29.17,17.5,65,0,0,1,0,0,6,5,Low,0,False,51.5,Complete at least 65 more credits. Complete all prerequisite courses.,Early,65,35.0,Far_From_Eligible,1,90,4,Long_Term_Planning,16.25,100.0
SE1802761,Average,2,6.06,120,42,78,35.0,21.0,58,3,2,0,1,0,5,9,Medium,0,False,43.0,Complete at least 58 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,58,42.0,Far_From_Eligible,6,40,3,Long_Term_Planning,19.33,100.0
SE1802762,Average,2,6.82,120,32,88,26.67,16.0,68,1,1,2,1,0,6,11,High,1,False,34.0,Complete at least 68 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,68,32.0,Far_From_Eligible,5,50,4,Long_Term_Planning,17.0,100.0
SE1802763,Good,6,8.25,120,109,11,90.83,18.17,0,1,0,0,0,0,7,1,Low,0,True,91.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,99.98
SE1802764,Average,7,6.09,120,100,20,83.33,14.29,0,1,3,2,0,0,8,7,Medium,0,False,69.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,6,40,1,Approaching_OJT,0.0,99.97
SE1802765,Average,5,6.91,120,91,29,75.83,18.2,9,2,2,0,1,0,6,6,Medium,0,False,70.5,Complete at least 9 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,9,91.0,Near_Eligible,5,50,1,Approaching_OJT,9.0,100.0
SE1802766,Good,1,8.43,120,21,99,17.5,21.0,79,1,2,1,0,0,6,7,Medium,0,False,37.5,Complete at least 79 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,79,21.0,Far_From_Eligible,4,60,5,Long_Term_Planning,15.8,100.0
SE1802767,AtRisk,5,5.93,120,72,48,60.0,14.4,28,5,5,1,2,1,6,18,High,1,False,27.0,Complete at least 28 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,28,72.0,Moderate_Gap,14,0,1,Approaching_OJT,28.0,100.0
SE1802768,Recovery,6,6.13,120,98,22,81.67,16.33,2,1,4,0,1,0,7,7,Medium,0,False,73.0,Complete at least 2 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,2,98.0,Near_Eligible,6,40,1,Approaching_OJT,2.0,100.0
SE1802769,Excellent,5,8.76,120,95,25,79.17,19.0,5,0,0,0,0,0,7,1,Low,0,False,87.5,Complete at least 5 more credits.,Advanced,5,95.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,2.5,100.0
SE1802770,Good,7,7.59,120,117,3,97.5,16.71,0,1,0,0,0,0,8,1,Low,0,True,95.5,Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,1,90,1,Approaching_OJT,0.0,100.0
SE1802771,Average,8,6.58,120,113,7,94.17,14.12,0,2,4,2,1,0,8,9,Medium,0,False,65.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,9,10,0,OJT_Ready_Stage,0.0,100.0
SE1802772,Excellent,7,8.99,120,117,3,97.5,16.71,0,0,0,0,0,0,8,0,Low,0,True,98.5,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1802773,AtRisk,4,5.42,120,57,63,47.5,14.25,43,3,4,2,1,1,5,17,High,1,False,26.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,43,57.0,Moderate_Gap,11,0,1,Approaching_OJT,43.0,100.0
SE1802774,Critical,2,4.38,120,19,101,15.83,9.5,81,5,6,4,3,1,6,22,High,1,False,0.0,Complete at least 81 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Early,81,19.0,Far_From_Eligible,19,0,4,Long_Term_Planning,20.25,100.0
SE1802775,Average,5,6.66,120,94,26,78.33,18.8,6,1,1,0,0,0,7,4,Low,0,False,82.0,Complete at least 6 more credits. Retake failed courses as soon as possible.,Advanced,6,94.0,Near_Eligible,2,80,2,Moderate_Planning_Gap,3.0,100.0
SE1802776,Good,5,7.38,120,96,24,80.0,19.2,4,1,2,0,0,0,7,3,Low,0,False,81.0,Complete at least 4 more credits. Retake failed courses as soon as possible.,Near_Completion,4,96.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,2.0,100.0
SE1802777,Excellent,5,8.68,120,104,16,86.67,20.8,0,0,0,0,0,0,6,0,Low,0,True,92.0,You are ready for OJT.,Near_Completion,0,100.0,Eligible,0,100,1,Approaching_OJT,0.0,100.0
SE1802778,Average,5,6.87,120,93,27,77.5,18.6,7,2,2,2,0,0,6,7,Medium,0,False,64.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,7,93.0,Near_Eligible,6,40,1,Approaching_OJT,7.0,100.0
SE1802779,Good,5,7.74,120,100,20,83.33,20.0,0,1,2,1,0,0,7,4,Low,0,False,77.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,4,60,2,Moderate_Planning_Gap,0.0,100.0
SE1802780,Average,2,6.88,120,35,85,29.17,17.5,65,3,2,0,0,0,5,7,Medium,0,False,44.5,Complete at least 65 more credits. Retake failed courses as soon as possible.,Early,65,35.0,Far_From_Eligible,5,50,3,Long_Term_Planning,21.67,100.0
SE1802781,Average,3,6.37,120,45,75,37.5,15.0,55,2,3,1,1,0,6,11,High,1,False,39.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,55,45.0,Far_From_Eligible,7,30,3,Long_Term_Planning,18.33,100.0
SE1802782,Recovery,5,6.3,120,87,33,72.5,17.4,13,2,3,1,0,0,7,7,Medium,0,False,65.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,13,87.0,Near_Eligible,6,40,2,Moderate_Planning_Gap,6.5,100.0
SE1802783,AtRisk,5,5.82,120,83,37,69.17,16.6,17,4,4,1,1,1,6,15,High,1,False,42.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,11,0,1,Approaching_OJT,17.0,100.0
SE1802784,Excellent,4,9.85,120,82,38,68.33,20.5,18,0,0,0,0,0,6,2,Low,0,False,81.0,Complete at least 18 more credits.,Advanced,18,82.0,Near_Eligible,0,100,2,Moderate_Planning_Gap,9.0,100.0
SE1802785,Excellent,5,9.56,120,99,21,82.5,19.8,1,0,0,0,0,0,6,1,Low,0,False,89.5,Complete at least 1 more credits.,Near_Completion,1,99.0,Near_Eligible,0,100,1,Approaching_OJT,1.0,100.0
SE1802786,AtRisk,5,5.78,120,83,37,69.17,16.6,17,4,5,2,1,1,7,17,High,1,False,34.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,17,83.0,Near_Eligible,13,0,2,Moderate_Planning_Gap,8.5,100.0
SE1802787,Good,3,8.14,120,62,58,51.67,20.67,38,1,1,0,0,0,6,5,Low,0,False,66.0,Complete at least 38 more credits. Retake failed courses as soon as possible.,Developing,38,62.0,Moderate_Gap,2,80,3,Long_Term_Planning,12.67,99.98
SE1802788,Good,5,8.36,120,88,32,73.33,17.6,12,0,1,0,0,0,7,2,Low,0,False,82.0,Complete at least 12 more credits.,Advanced,12,88.0,Near_Eligible,1,90,2,Moderate_Planning_Gap,6.0,100.0
SE1802789,AtRisk,6,5.09,120,92,28,76.67,15.33,8,5,6,3,1,0,7,16,High,1,False,36.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,8,92.0,Near_Eligible,15,0,1,Approaching_OJT,8.0,100.0
SE1802790,Good,4,8.13,120,80,40,66.67,20.0,20,0,1,0,0,0,6,3,Low,0,False,78.0,Complete at least 20 more credits.,Advanced,20,80.0,Near_Eligible,1,90,2,Moderate_Planning_Gap,10.0,100.0
SE1802791,Average,5,6.51,120,88,32,73.33,17.6,12,2,1,0,0,0,6,4,Low,0,False,76.0,Complete at least 12 more credits. Retake failed courses as soon as possible.,Advanced,12,88.0,Near_Eligible,3,70,1,Approaching_OJT,12.0,100.0
SE1802792,AtRisk,3,5.3,120,36,84,30.0,12.0,64,3,5,1,2,0,6,16,High,1,False,23.0,Complete at least 64 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,64,36.0,Far_From_Eligible,11,0,3,Long_Term_Planning,21.33,100.0
SE1802793,AtRisk,4,5.4,120,65,55,54.17,16.25,35,3,5,2,2,1,6,19,High,1,False,23.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,35,65.0,Moderate_Gap,13,0,2,Moderate_Planning_Gap,17.5,100.0
SE1802794,Critical,4,4.37,120,52,68,43.33,13.0,48,5,8,3,3,2,5,24,High,1,False,0.0,Complete at least 48 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,48,52.0,Moderate_Gap,21,0,1,Approaching_OJT,48.0,100.0
SE1802795,Average,1,6.33,120,17,103,14.17,17.0,83,2,3,2,0,0,5,10,Medium,0,False,24.5,Complete at least 83 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Early,83,17.0,Far_From_Eligible,7,30,4,Long_Term_Planning,20.75,100.0
SE1802796,AtRisk,6,5.35,120,96,24,80.0,16.0,4,5,4,3,2,0,6,16,High,1,False,37.0,Complete at least 4 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,4,96.0,Near_Eligible,14,0,0,OJT_Ready_Stage,4.0,100.0
SE1802797,LateStarter,6,7.15,120,102,18,85.0,17.0,0,4,3,2,0,0,7,7,Medium,0,False,61.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,9,10,1,Approaching_OJT,0.0,100.0
SE1802798,Average,6,6.54,120,94,26,78.33,15.67,6,1,4,0,1,0,6,7,Medium,0,False,71.0,Complete at least 6 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,6,94.0,Near_Eligible,6,40,0,OJT_Ready_Stage,6.0,99.98
SE1802799,Recovery,4,6.28,120,66,54,55.0,16.5,34,2,3,1,0,0,5,9,Medium,0,False,55.0,Complete at least 34 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,34,66.0,Moderate_Gap,6,40,1,Approaching_OJT,34.0,100.0
SE1802800,AtRisk,6,5.08,120,85,35,70.83,14.17,15,5,3,2,2,1,7,17,High,1,False,31.5,Complete at least 15 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,15,85.0,Near_Eligible,13,0,1,Approaching_OJT,15.0,99.98
SE1802801,Excellent,5,9.53,120,99,21,82.5,19.8,1,0,0,0,0,0,6,1,Low,0,False,89.5,Complete at least 1 more credits.,Near_Completion,1,99.0,Near_Eligible,0,100,1,Approaching_OJT,1.0,100.0
SE1802802,Average,3,6.54,120,53,67,44.17,17.67,47,3,2,2,1,0,6,12,High,1,False,36.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,47,53.0,Moderate_Gap,8,20,3,Long_Term_Planning,15.67,99.98
SE1802803,Average,4,6.38,120,70,50,58.33,17.5,30,3,1,1,0,0,6,8,Medium,0,False,58.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Developing,30,70.0,Moderate_Gap,5,50,2,Moderate_Planning_Gap,15.0,100.0
SE1802804,Good,5,7.97,120,99,21,82.5,19.8,1,0,2,1,0,0,7,4,Low,0,False,79.5,Complete at least 1 more credits. Complete all prerequisite courses.,Near_Completion,1,99.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,0.5,100.0
SE1802805,Average,2,6.85,120,42,78,35.0,21.0,58,3,2,0,0,0,5,7,Medium,0,False,48.0,Complete at least 58 more credits. Retake failed courses as soon as possible.,Developing,58,42.0,Far_From_Eligible,5,50,3,Long_Term_Planning,19.33,100.0
SE1802806,Average,7,6.69,120,109,11,90.83,15.57,0,1,3,0,1,0,8,6,Medium,0,True,80.5,Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,5,50,1,Approaching_OJT,0.0,100.0
SE1802807,Average,8,6.66,120,109,11,90.83,13.62,0,1,3,2,1,0,8,9,Medium,0,False,68.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Near_Completion,0,100.0,Eligible,7,30,0,OJT_Ready_Stage,0.0,100.0
SE1802808,Average,3,6.28,120,49,71,40.83,16.33,51,1,1,2,1,0,5,11,High,1,False,42.5,Complete at least 51 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,51,49.0,Far_From_Eligible,5,50,2,Moderate_Planning_Gap,25.5,100.0
SE1802809,Good,7,7.7,120,116,4,96.67,16.57,0,1,1,1,0,0,8,4,Low,0,False,87.0,Complete all prerequisite courses. Retake failed courses as soon as possible.,Near_Completion,0,100.0,Eligible,3,70,1,Approaching_OJT,0.0,100.0
SE1802810,Good,5,8.09,120,95,25,79.17,19.0,5,1,0,1,0,0,7,4,Low,0,False,78.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,5,95.0,Near_Eligible,2,80,2,Moderate_Planning_Gap,2.5,100.0
SE1802811,Good,5,7.23,120,90,30,75.0,18.0,10,1,1,1,0,0,7,5,Low,0,False,74.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.,Advanced,10,90.0,Near_Eligible,3,70,2,Moderate_Planning_Gap,5.0,100.0
SE1802812,AtRisk,3,5.48,120,50,70,41.67,16.67,50,5,3,3,2,1,5,20,High,1,False,8.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Developing,50,50.0,Moderate_Gap,14,0,2,Moderate_Planning_Gap,25.0,99.98
SE1802813,Good,6,7.79,120,104,16,86.67,17.33,0,0,0,1,0,0,6,2,Low,0,False,86.0,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,1,90,0,OJT_Ready_Stage,0.0,100.0
SE1802814,AtRisk,5,5.95,120,77,43,64.17,15.4,23,4,3,2,1,1,6,16,High,1,False,35.5,Complete at least 23 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.,Advanced,23,77.0,Moderate_Gap,11,0,1,Approaching_OJT,23.0,100.0
SE1802815,Good,6,8.49,120,107,13,89.17,17.83,0,0,1,1,0,0,7,3,Low,0,False,85.5,Complete all prerequisite courses.,Near_Completion,0,100.0,Eligible,2,80,1,Approaching_OJT,0.0,100.0
SE1802816,Good,4,7.48,120,73,47,60.83,18.25,27,0,2,0,0,0,6,3,Low,0,False,72.5,Complete at least 27 more credits.,Advanced,27,73.0,Moderate_Gap,2,80,2,Moderate_Planning_Gap,13.5,100.0
