Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,OJT_Eligible,OJT_Readiness,Credit_Progress_Category,OJT_Credit_Gap,OJT_Credit_Progress,OJT_Eligibility_Gap_Category,Academic_Risk_Index,Academic_Stability,OJT_Semester_Gap,OJT_Planning_Status,Required_Average_Credits_Per_Semester,Credit_Completion_Efficiency
5,6.85,120,82,38,68.33,16.4,18,1,2,2,0,0,7,False,62.0,Advanced,18,82,Near_Eligible,5,50,2,Moderate_Planning_Gap,9.0,100.0
2,6.13,120,35,85,29.17,17.5,65,2,2,0,1,0,5,False,42.5,Early,65,35,Far_From_Eligible,5,50,3,Long_Term_Planning,21.67,100.0
5,6.09,120,82,38,68.33,16.4,18,3,2,1,0,0,7,False,62.0,Advanced,18,82,Near_Eligible,6,40,2,Moderate_Planning_Gap,9.0,100.0
2,8.46,120,44,76,36.67,22.0,56,0,2,0,0,0,6,False,58.0,Developing,56,44,Far_From_Eligible,2,80,4,Long_Term_Planning,14.0,100.0
1,7.29,120,21,99,17.5,21.0,79,0,0,0,0,0,5,False,50.5,Early,79,21,Far_From_Eligible,0,100,4,Long_Term_Planning,19.75,100.0
3,6.52,120,38,82,31.67,12.67,62,3,3,0,1,0,6,False,39.0,Developing,62,38,Far_From_Eligible,7,30,3,Long_Term_Planning,20.67,99.97
4,5.82,120,58,62,48.33,14.5,42,4,4,1,1,0,6,False,38.0,Developing,42,58,Moderate_Gap,10,0,2,Moderate_Planning_Gap,21.0,100.0
4,6.7,120,61,59,50.83,15.25,39,2,3,1,1,0,5,False,47.5,Developing,39,61,Moderate_Gap,7,30,1,Approaching_OJT,39.0,100.0
3,6.88,120,48,72,40.0,16.0,52,3,3,0,0,0,6,False,49.0,Developing,52,48,Far_From_Eligible,6,40,3,Long_Term_Planning,17.33,100.0
5,9.1,120,103,17,85.83,20.6,0,0,0,0,0,0,6,True,91.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
4,7.62,120,69,51,57.5,17.25,31,1,1,1,0,0,5,False,63.5,Developing,31,69,Moderate_Gap,3,70,1,Approaching_OJT,31.0,100.0
5,5.57,120,69,51,57.5,13.8,31,4,5,3,1,0,6,False,29.5,Developing,31,69,Moderate_Gap,13,0,1,Approaching_OJT,31.0,100.0
5,6.41,120,91,29,75.83,18.2,9,3,5,0,1,0,7,False,61.5,Advanced,9,91,Near_Eligible,9,10,2,Moderate_Planning_Gap,4.5,100.0
7,5.6,120,105,15,87.5,15.0,0,3,6,1,2,0,8,False,55.5,Near_Completion,0,100,Eligible,12,0,1,Approaching_OJT,0.0,100.0
3,6.63,120,46,74,38.33,15.33,54,3,1,1,1,0,6,False,41.0,Developing,54,46,Far_From_Eligible,6,40,3,Long_Term_Planning,18.0,100.0
3,6.46,120,46,74,38.33,15.33,54,2,4,1,1,0,6,False,38.0,Developing,54,46,Far_From_Eligible,8,20,3,Long_Term_Planning,18.0,100.0
5,4.88,120,75,45,62.5,15.0,25,6,7,4,2,1,6,False,3.5,Advanced,25,75,Moderate_Gap,20,0,1,Approaching_OJT,25.0,100.0
2,8.12,120,38,82,31.67,19.0,62,1,2,1,0,0,6,False,46.0,Developing,62,38,Far_From_Eligible,4,60,4,Long_Term_Planning,15.5,100.0
1,7.07,120,18,102,15.0,18.0,82,3,2,2,0,0,6,False,24.0,Early,82,18,Far_From_Eligible,7,30,5,Long_Term_Planning,16.4,100.0
4,5.96,120,59,61,49.17,14.75,41,3,4,3,2,1,5,False,16.5,Developing,41,59,Moderate_Gap,13,0,1,Approaching_OJT,41.0,100.0
2,5.42,120,34,86,28.33,17.0,66,4,4,3,1,1,6,False,6.0,Early,66,34,Far_From_Eligible,13,0,4,Long_Term_Planning,16.5,100.0
4,6.68,120,65,55,54.17,16.25,35,1,2,1,0,0,5,False,59.5,Developing,35,65,Moderate_Gap,4,60,1,Approaching_OJT,35.0,100.0
3,8.03,120,50,70,41.67,16.67,50,0,0,0,0,0,5,False,65.0,Developing,50,50,Moderate_Gap,0,100,2,Moderate_Planning_Gap,25.0,99.98
5,6.49,120,89,31,74.17,17.8,11,1,3,0,0,0,6,False,75.5,Advanced,11,89,Near_Eligible,4,60,1,Approaching_OJT,11.0,100.0
8,6.84,120,112,8,93.33,14.0,0,3,3,2,1,0,8,False,64.0,Near_Completion,0,100,Eligible,9,10,0,OJT_Ready_Stage,0.0,100.0
6,7.09,120,100,20,83.33,16.67,0,1,2,1,0,0,7,False,77.0,Near_Completion,0,100,Eligible,4,60,1,Approaching_OJT,0.0,99.98
4,6.43,120,71,49,59.17,17.75,29,1,2,2,1,0,5,False,51.5,Developing,29,71,Moderate_Gap,6,40,1,Approaching_OJT,29.0,100.0
3,6.97,120,48,72,40.0,16.0,52,2,4,1,0,0,6,False,44.0,Developing,52,48,Far_From_Eligible,7,30,3,Long_Term_Planning,17.33,100.0
7,6.43,120,113,7,94.17,16.14,0,2,3,1,0,0,8,False,78.5,Near_Completion,0,100,Eligible,6,40,1,Approaching_OJT,0.0,100.0
4,6.75,120,72,48,60.0,18.0,28,3,4,2,1,0,6,False,42.0,Advanced,28,72,Moderate_Gap,10,0,2,Moderate_Planning_Gap,14.0,100.0
3,7.22,120,51,69,42.5,17.0,49,0,2,0,0,0,5,False,61.5,Developing,49,51,Moderate_Gap,2,80,2,Moderate_Planning_Gap,24.5,100.0
4,6.4,120,68,52,56.67,17.0,32,1,3,0,0,0,6,False,65.0,Developing,32,68,Moderate_Gap,4,60,2,Moderate_Planning_Gap,16.0,100.0
3,7.94,120,55,65,45.83,18.33,45,1,2,1,0,0,6,False,54.5,Developing,45,55,Moderate_Gap,4,60,3,Long_Term_Planning,15.0,100.0
4,7.21,120,76,44,63.33,19.0,24,1,0,1,0,0,5,False,69.0,Advanced,24,76,Moderate_Gap,2,80,1,Approaching_OJT,24.0,100.0
6,6.83,120,97,23,80.83,16.17,3,2,2,1,1,0,6,False,67.5,Near_Completion,3,97,Near_Eligible,6,40,0,OJT_Ready_Stage,3.0,99.98
2,7.42,120,43,77,35.83,21.5,57,1,2,0,0,0,6,False,54.5,Developing,57,43,Far_From_Eligible,3,70,4,Long_Term_Planning,14.25,100.0
5,8.49,120,92,28,76.67,18.4,8,0,2,0,0,0,7,False,82.0,Advanced,8,92,Near_Eligible,2,80,2,Moderate_Planning_Gap,4.0,100.0
3,7.03,120,53,67,44.17,17.67,47,0,1,0,0,0,6,False,64.5,Developing,47,53,Moderate_Gap,1,90,3,Long_Term_Planning,15.67,99.98
3,6.22,120,51,69,42.5,17.0,49,2,2,2,0,0,6,False,43.5,Developing,49,51,Moderate_Gap,6,40,3,Long_Term_Planning,16.33,100.0
3,5.4,120,38,82,31.67,12.67,62,4,5,3,2,1,6,False,1.0,Developing,62,38,Far_From_Eligible,15,0,3,Long_Term_Planning,20.67,99.97
1,6.26,120,19,101,15.83,19.0,81,2,2,1,0,0,5,False,33.5,Early,81,19,Far_From_Eligible,5,50,4,Long_Term_Planning,20.25,100.0
4,4.27,120,55,65,45.83,13.75,45,8,6,3,3,1,6,False,0.0,Developing,45,55,Moderate_Gap,21,0,2,Moderate_Planning_Gap,22.5,100.0
4,7.99,120,73,47,60.83,18.25,27,1,1,1,0,0,6,False,65.5,Advanced,27,73,Moderate_Gap,3,70,2,Moderate_Planning_Gap,13.5,100.0
2,6.96,120,38,82,31.67,19.0,62,1,4,2,1,0,5,False,31.0,Developing,62,38,Far_From_Eligible,8,20,3,Long_Term_Planning,20.67,100.0
5,5.96,120,75,45,62.5,15.0,25,3,3,1,1,0,6,False,51.5,Advanced,25,75,Moderate_Gap,8,20,1,Approaching_OJT,25.0,100.0
5,5.12,120,85,35,70.83,17.0,15,4,4,1,2,1,6,False,38.5,Advanced,15,85,Near_Eligible,12,0,1,Approaching_OJT,15.0,100.0
5,7.65,120,96,24,80.0,19.2,4,0,0,0,0,0,6,False,88.0,Near_Completion,4,96,Near_Eligible,0,100,1,Approaching_OJT,4.0,100.0
7,8.82,120,120,0,100.0,17.14,0,0,0,0,0,0,8,True,100.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
2,9.3,120,47,73,39.17,23.5,53,0,0,0,0,0,5,False,63.5,Developing,53,47,Far_From_Eligible,0,100,3,Long_Term_Planning,17.67,100.0
5,7.28,120,95,25,79.17,19.0,5,1,2,0,0,0,7,False,80.5,Advanced,5,95,Near_Eligible,3,70,2,Moderate_Planning_Gap,2.5,100.0
1,5.47,120,15,105,12.5,15.0,85,5,4,3,2,0,5,False,0.0,Early,85,15,Far_From_Eligible,14,0,4,Long_Term_Planning,21.25,100.0
5,5.05,120,71,49,59.17,14.2,29,5,6,1,2,0,7,False,32.5,Developing,29,71,Moderate_Gap,14,0,2,Moderate_Planning_Gap,14.5,100.0
5,6.99,120,87,33,72.5,17.4,13,1,2,1,1,0,6,False,65.5,Advanced,13,87,Near_Eligible,5,50,1,Approaching_OJT,13.0,100.0
5,6.02,120,83,37,69.17,16.6,17,3,2,1,0,0,6,False,62.5,Advanced,17,83,Near_Eligible,6,40,1,Approaching_OJT,17.0,100.0
4,6.78,120,65,55,54.17,16.25,35,2,3,1,0,0,5,False,54.5,Developing,35,65,Moderate_Gap,6,40,1,Approaching_OJT,35.0,100.0
6,7.26,120,101,19,84.17,16.83,0,1,0,1,0,0,6,False,81.5,Near_Completion,0,100,Eligible,2,80,0,OJT_Ready_Stage,0.0,100.0
6,4.8,120,86,34,71.67,14.33,14,8,8,4,3,2,7,False,0.0,Advanced,14,86,Near_Eligible,25,0,1,Approaching_OJT,14.0,100.0
3,5.12,120,43,77,35.83,14.33,57,5,5,3,1,0,5,False,13.5,Developing,57,43,Far_From_Eligible,14,0,2,Moderate_Planning_Gap,28.5,100.0
6,6.02,120,92,28,76.67,15.33,8,1,3,0,1,0,7,False,72.0,Advanced,8,92,Near_Eligible,5,50,1,Approaching_OJT,8.0,100.0
5,6.25,120,88,32,73.33,17.6,12,3,1,2,0,0,7,False,61.0,Advanced,12,88,Near_Eligible,6,40,2,Moderate_Planning_Gap,6.0,100.0
5,5.84,120,84,36,70.0,16.8,16,4,4,2,1,1,6,False,37.0,Advanced,16,84,Near_Eligible,12,0,1,Approaching_OJT,16.0,100.0
7,9.17,120,118,2,98.33,16.86,0,0,0,0,0,0,8,True,99.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,99.98
4,9.41,120,75,45,62.5,18.75,25,0,0,0,0,0,6,False,77.5,Advanced,25,75,Moderate_Gap,0,100,2,Moderate_Planning_Gap,12.5,100.0
5,6.91,120,83,37,69.17,16.6,17,1,2,0,1,0,6,False,69.5,Advanced,17,83,Near_Eligible,4,60,1,Approaching_OJT,17.0,100.0
4,3.63,120,52,68,43.33,13.0,48,6,8,2,2,1,6,False,2.0,Developing,48,52,Moderate_Gap,19,0,2,Moderate_Planning_Gap,24.0,100.0
5,6.95,120,92,28,76.67,18.4,8,3,1,2,1,0,7,False,58.0,Advanced,8,92,Near_Eligible,7,30,2,Moderate_Planning_Gap,4.0,100.0
4,6.14,120,72,48,60.0,18.0,28,3,1,0,0,0,6,False,65.0,Advanced,28,72,Moderate_Gap,4,60,2,Moderate_Planning_Gap,14.0,100.0
5,7.45,120,91,29,75.83,18.2,9,1,0,1,0,0,7,False,76.5,Advanced,9,91,Near_Eligible,2,80,2,Moderate_Planning_Gap,4.5,100.0
5,5.24,120,84,36,70.0,16.8,16,5,3,3,2,0,6,False,33.0,Advanced,16,84,Near_Eligible,13,0,1,Approaching_OJT,16.0,100.0
7,9.1,120,118,2,98.33,16.86,0,0,0,0,0,0,8,True,99.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,99.98
6,8.43,120,108,12,90.0,18.0,0,0,1,1,0,0,7,False,86.0,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,100.0
7,6.2,120,110,10,91.67,15.71,0,1,3,0,1,0,8,True,81.0,Near_Completion,0,100,Eligible,5,50,1,Approaching_OJT,0.0,100.0
5,6.86,120,88,32,73.33,17.6,12,3,1,0,0,0,7,False,73.0,Advanced,12,88,Near_Eligible,4,60,2,Moderate_Planning_Gap,6.0,100.0
7,6.91,120,109,11,90.83,15.57,0,1,2,0,0,0,8,True,87.5,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,100.0
5,6.97,120,89,31,74.17,17.8,11,2,3,1,1,0,7,False,61.5,Advanced,11,89,Near_Eligible,7,30,2,Moderate_Planning_Gap,5.5,100.0
5,7.06,120,100,20,83.33,20.0,0,0,2,0,0,0,6,True,86.0,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,100.0
6,6.8,120,99,21,82.5,16.5,1,2,4,2,1,0,7,False,58.5,Near_Completion,1,99,Near_Eligible,9,10,1,Approaching_OJT,1.0,100.0
4,7.08,120,74,46,61.67,18.5,26,1,0,1,0,0,5,False,68.0,Advanced,26,74,Moderate_Gap,2,80,1,Approaching_OJT,26.0,100.0
3,6.93,120,45,75,37.5,15.0,55,1,1,0,1,0,5,False,52.5,Developing,55,45,Far_From_Eligible,3,70,2,Moderate_Planning_Gap,27.5,100.0
4,6.14,120,64,56,53.33,16.0,36,2,3,1,1,0,6,False,49.0,Developing,36,64,Moderate_Gap,7,30,2,Moderate_Planning_Gap,18.0,100.0
4,5.58,120,68,52,56.67,17.0,32,3,6,1,2,1,5,False,29.0,Developing,32,68,Moderate_Gap,13,0,1,Approaching_OJT,32.0,100.0
5,7.7,120,90,30,75.0,18.0,10,0,1,1,0,0,6,False,77.0,Advanced,10,90,Near_Eligible,2,80,1,Approaching_OJT,10.0,100.0
5,9.3,120,94,26,78.33,18.8,6,0,0,0,0,0,7,False,87.0,Advanced,6,94,Near_Eligible,0,100,2,Moderate_Planning_Gap,3.0,100.0
5,8.02,120,95,25,79.17,19.0,5,1,2,1,0,0,6,False,74.5,Advanced,5,95,Near_Eligible,4,60,1,Approaching_OJT,5.0,100.0
2,5.66,120,27,93,22.5,13.5,73,4,6,3,2,1,5,False,0.0,Early,73,27,Far_From_Eligible,16,0,3,Long_Term_Planning,24.33,100.0
5,7.6,120,97,23,80.83,19.4,3,0,2,0,0,0,6,False,84.5,Near_Completion,3,97,Near_Eligible,2,80,1,Approaching_OJT,3.0,100.0
5,8.96,120,90,30,75.0,18.0,10,0,0,0,0,0,7,False,85.0,Advanced,10,90,Near_Eligible,0,100,2,Moderate_Planning_Gap,5.0,100.0
1,7.22,120,20,100,16.67,20.0,80,1,0,0,0,0,6,False,47.0,Early,80,20,Far_From_Eligible,1,90,5,Long_Term_Planning,16.0,100.0
3,8.31,120,54,66,45.0,18.0,46,0,2,1,0,0,5,False,57.0,Developing,46,54,Moderate_Gap,3,70,2,Moderate_Planning_Gap,23.0,100.0
1,6.24,120,16,104,13.33,16.0,84,3,2,2,1,0,6,False,18.0,Early,84,16,Far_From_Eligible,8,20,5,Long_Term_Planning,16.8,100.0
8,3.96,120,89,31,74.17,11.12,11,5,6,4,2,2,8,False,7.5,Advanced,11,89,Near_Eligible,19,0,0,OJT_Ready_Stage,11.0,100.0
1,6.63,120,20,100,16.67,20.0,80,1,4,1,0,0,6,False,33.0,Early,80,20,Far_From_Eligible,6,40,5,Long_Term_Planning,16.0,100.0
4,7.54,120,79,41,65.83,19.75,21,1,2,0,0,0,5,False,72.5,Advanced,21,79,Moderate_Gap,3,70,1,Approaching_OJT,21.0,100.0
3,6.5,120,48,72,40.0,16.0,52,3,4,1,1,0,6,False,36.0,Developing,52,48,Far_From_Eligible,9,10,3,Long_Term_Planning,17.33,100.0
5,6.72,120,85,35,70.83,17.0,15,3,2,0,1,0,6,False,64.5,Advanced,15,85,Near_Eligible,6,40,1,Approaching_OJT,15.0,100.0
1,6.31,120,18,102,15.0,18.0,82,3,2,2,0,0,5,False,24.0,Early,82,18,Far_From_Eligible,7,30,4,Long_Term_Planning,20.5,100.0
5,6.22,120,84,36,70.0,16.8,16,2,4,1,1,0,7,False,57.0,Advanced,16,84,Near_Eligible,8,20,2,Moderate_Planning_Gap,8.0,100.0
6,6.16,120,101,19,84.17,16.83,0,2,3,1,1,0,7,False,67.5,Near_Completion,0,100,Eligible,7,30,1,Approaching_OJT,0.0,100.0
1,5.46,120,15,105,12.5,15.0,85,4,5,2,2,1,6,False,0.0,Early,85,15,Far_From_Eligible,14,0,5,Long_Term_Planning,17.0,100.0
3,6.7,120,42,78,35.0,14.0,58,2,2,0,0,0,5,False,51.0,Developing,58,42,Far_From_Eligible,4,60,2,Moderate_Planning_Gap,29.0,100.0
3,5.76,120,43,77,35.83,14.33,57,3,4,3,2,1,6,False,8.5,Developing,57,43,Far_From_Eligible,13,0,3,Long_Term_Planning,19.0,100.0
6,6.9,120,107,13,89.17,17.83,0,2,2,1,0,0,7,False,77.5,Near_Completion,0,100,Eligible,5,50,1,Approaching_OJT,0.0,100.0
4,6.21,120,69,51,57.5,17.25,31,2,4,1,1,0,6,False,49.5,Developing,31,69,Moderate_Gap,8,20,2,Moderate_Planning_Gap,15.5,100.0
8,9.67,120,115,5,95.83,14.38,0,0,0,0,0,0,8,True,97.5,Near_Completion,0,100,Eligible,0,100,0,OJT_Ready_Stage,0.0,99.97
5,8.25,120,99,21,82.5,19.8,1,0,1,1,0,0,6,False,81.5,Near_Completion,1,99,Near_Eligible,2,80,1,Approaching_OJT,1.0,100.0
5,3.87,120,74,46,61.67,14.8,26,8,6,3,2,2,6,False,0.0,Advanced,26,74,Moderate_Gap,21,0,1,Approaching_OJT,26.0,100.0
2,7.0,120,29,91,24.17,14.5,71,3,2,0,1,0,5,False,36.5,Early,71,29,Far_From_Eligible,6,40,3,Long_Term_Planning,23.67,100.0
2,6.2,120,38,82,31.67,19.0,62,1,1,2,0,0,5,False,42.0,Developing,62,38,Far_From_Eligible,4,60,3,Long_Term_Planning,20.67,100.0
5,8.23,120,99,21,82.5,19.8,1,0,0,1,0,0,6,False,83.5,Near_Completion,1,99,Near_Eligible,1,90,1,Approaching_OJT,1.0,100.0
6,7.74,120,112,8,93.33,18.67,0,0,1,0,0,0,7,True,94.0,Near_Completion,0,100,Eligible,1,90,1,Approaching_OJT,0.0,99.98
5,7.42,120,94,26,78.33,18.8,6,1,2,0,0,0,7,False,80.0,Advanced,6,94,Near_Eligible,3,70,2,Moderate_Planning_Gap,3.0,100.0
4,5.3,120,61,59,50.83,15.25,39,3,5,2,1,1,6,False,26.5,Developing,39,61,Moderate_Gap,12,0,2,Moderate_Planning_Gap,19.5,100.0
3,7.1,120,54,66,45.0,18.0,46,0,2,0,0,0,6,False,63.0,Developing,46,54,Moderate_Gap,2,80,3,Long_Term_Planning,15.33,100.0
6,5.9,120,97,23,80.83,16.17,3,3,4,3,2,0,6,False,43.5,Near_Completion,3,97,Near_Eligible,12,0,0,OJT_Ready_Stage,3.0,99.98
5,6.06,120,88,32,73.33,17.6,12,2,3,2,0,0,7,False,60.0,Advanced,12,88,Near_Eligible,7,30,2,Moderate_Planning_Gap,6.0,100.0
7,9.01,120,116,4,96.67,16.57,0,0,0,0,0,0,8,True,98.0,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,100.0
7,6.46,120,114,6,95.0,16.29,0,1,1,0,0,0,8,True,92.0,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,99.97
1,8.81,120,23,97,19.17,23.0,77,0,0,0,0,0,6,False,51.5,Early,77,23,Far_From_Eligible,0,100,5,Long_Term_Planning,15.4,100.0
5,6.29,120,94,26,78.33,18.8,6,3,2,1,0,0,7,False,68.0,Advanced,6,94,Near_Eligible,6,40,2,Moderate_Planning_Gap,3.0,100.0
3,6.27,120,49,71,40.83,16.33,51,2,4,0,1,0,5,False,45.5,Developing,51,49,Far_From_Eligible,7,30,2,Moderate_Planning_Gap,25.5,100.0
6,8.13,120,109,11,90.83,18.17,0,0,2,0,0,0,7,True,90.5,Near_Completion,0,100,Eligible,2,80,1,Approaching_OJT,0.0,99.98
8,6.09,120,118,2,98.33,14.75,0,1,4,2,0,0,8,False,76.0,Near_Completion,0,100,Eligible,7,30,0,OJT_Ready_Stage,0.0,100.0
8,6.12,120,115,5,95.83,14.38,0,2,3,2,0,0,8,False,73.5,Near_Completion,0,100,Eligible,7,30,0,OJT_Ready_Stage,0.0,99.97
4,6.52,120,65,55,54.17,16.25,35,1,3,1,0,0,5,False,57.5,Developing,35,65,Moderate_Gap,5,50,1,Approaching_OJT,35.0,100.0
8,7.93,120,113,7,94.17,14.12,0,1,0,0,0,0,8,True,93.5,Near_Completion,0,100,Eligible,1,90,0,OJT_Ready_Stage,0.0,100.0
4,6.61,120,70,50,58.33,17.5,30,1,4,1,0,0,5,False,58.0,Developing,30,70,Moderate_Gap,6,40,1,Approaching_OJT,30.0,100.0
4,8.41,120,79,41,65.83,19.75,21,1,2,0,0,0,6,False,72.5,Advanced,21,79,Moderate_Gap,3,70,2,Moderate_Planning_Gap,10.5,100.0
2,7.15,120,39,81,32.5,19.5,61,0,0,1,0,0,6,False,53.5,Developing,61,39,Far_From_Eligible,1,90,4,Long_Term_Planning,15.25,100.0
4,5.6,120,58,62,48.33,14.5,42,5,3,3,1,0,5,False,25.0,Developing,42,58,Moderate_Gap,12,0,1,Approaching_OJT,42.0,100.0
4,8.55,120,75,45,62.5,18.75,25,0,0,0,0,0,6,False,77.5,Advanced,25,75,Moderate_Gap,0,100,2,Moderate_Planning_Gap,12.5,100.0
5,5.32,120,71,49,59.17,14.2,29,4,6,1,1,0,6,False,40.5,Developing,29,71,Moderate_Gap,12,0,1,Approaching_OJT,29.0,100.0
6,7.51,120,107,13,89.17,17.83,0,1,2,0,0,0,7,True,86.5,Near_Completion,0,100,Eligible,3,70,1,Approaching_OJT,0.0,100.0
1,6.81,120,18,102,15.0,18.0,82,3,2,0,1,0,6,False,31.0,Early,82,18,Far_From_Eligible,6,40,5,Long_Term_Planning,16.4,100.0
1,6.4,120,20,100,16.67,20.0,80,1,4,2,0,0,6,False,27.0,Early,80,20,Far_From_Eligible,7,30,5,Long_Term_Planning,16.0,100.0
1,6.33,120,17,103,14.17,17.0,83,2,2,2,1,0,5,False,21.5,Early,83,17,Far_From_Eligible,7,30,4,Long_Term_Planning,20.75,100.0
3,6.56,120,45,75,37.5,15.0,55,3,4,1,1,0,5,False,34.5,Developing,55,45,Far_From_Eligible,9,10,2,Moderate_Planning_Gap,27.5,100.0
3,5.68,120,41,79,34.17,13.67,59,4,5,1,1,0,6,False,27.5,Developing,59,41,Far_From_Eligible,11,0,3,Long_Term_Planning,19.67,99.98
1,6.75,120,16,104,13.33,16.0,84,3,2,0,1,0,5,False,30.0,Early,84,16,Far_From_Eligible,6,40,4,Long_Term_Planning,21.0,100.0
7,7.56,120,115,5,95.83,16.43,0,0,0,0,0,0,8,True,97.5,Near_Completion,0,100,Eligible,0,100,1,Approaching_OJT,0.0,99.99
5,6.67,120,81,39,67.5,16.2,19,3,4,1,0,0,6,False,57.5,Advanced,19,81,Near_Eligible,8,20,1,Approaching_OJT,19.0,100.0
2,6.78,120,32,88,26.67,16.0,68,1,2,1,0,0,6,False,43.0,Early,68,32,Far_From_Eligible,4,60,4,Long_Term_Planning,17.0,100.0
5,8.3,120,92,28,76.67,18.4,8,1,1,0,0,0,6,False,81.0,Advanced,8,92,Near_Eligible,2,80,1,Approaching_OJT,8.0,100.0
5,6.06,120,92,28,76.67,18.4,8,1,1,2,0,0,6,False,69.0,Advanced,8,92,Near_Eligible,4,60,1,Approaching_OJT,8.0,100.0
4,7.78,120,75,45,62.5,18.75,25,1,0,1,0,0,6,False,68.5,Advanced,25,75,Moderate_Gap,2,80,2,Moderate_Planning_Gap,12.5,100.0
1,6.01,120,18,102,15.0,18.0,82,3,1,1,0,0,6,False,32.0,Early,82,18,Far_From_Eligible,5,50,5,Long_Term_Planning,16.4,100.0
4,7.88,120,77,43,64.17,19.25,23,1,1,1,0,0,5,False,67.5,Advanced,23,77,Moderate_Gap,3,70,1,Approaching_OJT,23.0,100.0
5,8.17,120,99,21,82.5,19.8,1,1,2,0,0,0,6,False,82.5,Near_Completion,1,99,Near_Eligible,3,70,1,Approaching_OJT,1.0,100.0
4,7.78,120,79,41,65.83,19.75,21,0,1,1,0,0,6,False,71.5,Advanced,21,79,Moderate_Gap,2,80,2,Moderate_Planning_Gap,10.5,100.0
4,6.42,120,64,56,53.33,16.0,36,1,4,0,1,0,5,False,56.0,Developing,36,64,Moderate_Gap,6,40,1,Approaching_OJT,36.0,100.0
7,6.78,120,105,15,87.5,15.0,0,1,3,0,1,0,8,True,78.5,Near_Completion,0,100,Eligible,5,50,1,Approaching_OJT,0.0,100.0
5,5.86,120,89,31,74.17,17.8,11,2,4,0,1,0,6,False,65.5,Advanced,11,89,Near_Eligible,7,30,1,Approaching_OJT,11.0,100.0
5,5.55,120,68,52,56.67,13.6,32,5,4,1,2,1,6,False,27.0,Developing,32,68,Moderate_Gap,13,0,1,Approaching_OJT,32.0,100.0
6,3.55,120,85,35,70.83,14.17,15,6,8,3,2,1,6,False,12.5,Advanced,15,85,Near_Eligible,20,0,0,OJT_Ready_Stage,15.0,99.98
3,5.95,120,50,70,41.67,16.67,50,5,3,2,1,0,6,False,27.0,Developing,50,50,Moderate_Gap,11,0,3,Long_Term_Planning,16.67,99.98
5,3.95,120,60,60,50.0,12.0,40,5,8,3,3,2,7,False,0.0,Developing,40,60,Moderate_Gap,21,0,2,Moderate_Planning_Gap,20.0,100.0
8,4.12,120,95,25,79.17,11.88,5,7,8,2,2,1,8,False,20.5,Advanced,5,95,Near_Eligible,20,0,0,OJT_Ready_Stage,5.0,99.96
4,7.54,120,69,51,57.5,17.25,31,1,2,1,0,0,6,False,61.5,Developing,31,69,Moderate_Gap,4,60,2,Moderate_Planning_Gap,15.5,100.0
8,5.12,120,113,7,94.17,14.12,0,3,4,3,1,1,8,False,48.5,Near_Completion,0,100,Eligible,12,0,0,OJT_Ready_Stage,0.0,100.0
3,6.55,120,50,70,41.67,16.67,50,2,2,1,0,0,6,False,49.0,Developing,50,50,Moderate_Gap,5,50,3,Long_Term_Planning,16.67,99.98
4,6.85,120,64,56,53.33,16.0,36,3,4,0,1,0,5,False,50.0,Developing,36,64,Moderate_Gap,8,20,1,Approaching_OJT,36.0,100.0
3,9.55,120,66,54,55.0,22.0,34,0,0,0,0,0,5,False,73.0,Developing,34,66,Moderate_Gap,0,100,2,Moderate_Planning_Gap,17.0,100.0
4,9.78,120,78,42,65.0,19.5,22,0,0,0,0,0,6,False,79.0,Advanced,22,78,Moderate_Gap,0,100,2,Moderate_Planning_Gap,11.0,100.0
2,7.61,120,42,78,35.0,21.0,58,0,2,1,0,0,6,False,51.0,Developing,58,42,Far_From_Eligible,3,70,4,Long_Term_Planning,14.5,100.0
5,5.55,120,68,52,56.67,13.6,32,3,3,1,1,1,6,False,40.0,Developing,32,68,Moderate_Gap,9,10,1,Approaching_OJT,32.0,100.0
5,6.18,120,85,35,70.83,17.0,15,1,4,1,0,0,7,False,65.5,Advanced,15,85,Near_Eligible,6,40,2,Moderate_Planning_Gap,7.5,100.0
5,9.07,120,97,23,80.83,19.4,3,0,0,0,0,0,7,False,88.5,Near_Completion,3,97,Near_Eligible,0,100,2,Moderate_Planning_Gap,1.5,100.0
5,8.03,120,97,23,80.83,19.4,3,0,1,1,0,0,6,False,80.5,Near_Completion,3,97,Near_Eligible,2,80,1,Approaching_OJT,3.0,100.0
